Date,Close,High,Low,Open,Volume
1988-09-12,15.9003,16.0551,15.9003,15.9003,1334
1988-09-13,16.0551,16.1584,16.0551,16.0551,29482
1988-09-14,16.0551,16.21,16.0551,16.0551,14674
1988-09-15,16.21,16.2617,16.21,16.21,26947
1988-09-16,16.3649,16.5198,16.3649,16.3649,2668
1988-09-19,16.5198,16.623,16.5198,16.5198,44556
1988-09-20,16.21,16.3133,16.21,16.3133,54695
1988-09-21,16.21,16.2617,16.21,16.21,3068
1988-09-22,15.8486,15.9519,15.8486,15.9519,5470
1988-09-23,15.9003,16.0035,15.9003,15.9003,12140
1988-09-26,15.9003,15.9003,15.9003,15.9003,0
1988-09-27,15.9003,16.0551,15.9003,15.9003,16542
1988-09-28,16.0035,16.1584,16.0035,16.0035,27348
1988-09-29,16.0551,16.2616,16.0551,16.0551,20677
1988-09-30,16.0551,16.1584,16.0551,16.0551,2668
1988-10-03,15.6938,15.8486,15.6938,15.8486,4802
1988-10-04,15.7454,15.9003,15.7454,15.7454,934
1988-10-05,15.4873,15.6422,15.4873,15.6422,400
1988-10-06,15.2808,15.4357,15.2808,15.4357,2801
1988-10-07,15.5905,15.7454,15.5905,15.5905,28682
1988-10-10,15.6422,15.797,15.6422,15.6422,2001
1988-10-11,15.7454,15.8486,15.7454,15.7454,13607
1988-10-12,15.6938,15.797,15.6938,15.7454,18810
1988-10-13,16.1584,16.2616,16.1584,16.1584,9738
1988-10-14,15.9519,16.1584,15.9519,16.1584,400
1988-10-17,15.8486,16.0035,15.8486,15.9519,400
1988-10-18,16.0035,16.1584,16.0035,16.0035,267
1988-10-19,16.0551,16.21,16.0551,16.0551,400
1988-10-20,16.1068,16.21,16.1068,16.1068,8938
1988-10-21,16.1068,16.1068,16.1068,16.1068,0
1988-10-24,15.797,15.9003,15.797,15.9003,267
1988-10-25,16.21,16.3133,16.21,16.21,55229
1988-10-26,16.4681,16.5198,16.4681,16.4681,17209
1988-10-27,16.1584,16.2616,16.1584,16.2616,13607
1988-10-28,16.0035,16.1068,16.0035,16.1068,5603
1988-10-31,16.3649,16.4681,16.3649,16.3649,39487
1988-11-01,16.0035,16.1584,16.0035,16.1584,9071
1988-11-02,15.9003,16.0035,15.9003,16.0035,43089
1988-11-03,16.0035,16.1068,16.0035,16.0035,15608
1988-11-04,15.384,15.5905,15.384,15.5905,8938
1988-11-07,14.971,15.0743,14.971,15.0743,73905
1988-11-08,15.1775,15.3324,15.1775,15.1775,21344
1988-11-09,15.1775,15.2808,15.1775,15.1775,53228
1988-11-10,15.1259,15.2808,15.1259,15.1775,10539
1988-11-11,15.1259,15.2292,15.1259,15.1259,11473
1988-11-14,15.3324,15.384,15.3324,15.3324,40154
1988-11-15,15.4873,15.6422,15.4873,15.4873,12807
1988-11-16,16.0035,16.1584,16.0035,16.0035,18276
1988-11-17,16.8811,16.9844,16.8811,16.8811,43623
1988-11-18,16.8295,16.9328,16.8295,16.8811,9738
1988-11-21,16.8295,16.9844,16.8295,16.8295,12140
1988-11-22,16.6746,16.7779,16.6746,16.7779,18943
1988-11-23,16.7263,16.8295,16.7263,16.7263,3869
1988-11-25,16.7779,16.8811,16.7779,16.7779,23479
1988-11-28,16.7263,16.8295,16.7263,16.7779,13474
1988-11-29,17.2941,17.3458,17.2941,17.2941,27614
1988-11-30,17.1909,17.2941,17.1909,17.2941,48959
1988-12-01,16.8811,16.9844,16.8811,16.9844,934
1988-12-02,16.7779,16.8811,16.7779,16.8811,16275
1988-12-05,16.7263,16.8811,16.7263,16.7779,8004
1988-12-06,16.6746,16.8811,16.6746,16.7263,2935
1988-12-07,16.5198,16.7263,16.5198,16.6746,13740
1988-12-08,16.4681,16.623,16.4681,16.5198,12006
1988-12-09,16.623,16.7779,16.623,16.623,22011
1988-12-12,16.5714,16.7263,16.5714,16.623,9872
1988-12-13,16.623,16.8295,16.623,16.623,4002
1988-12-14,17.1393,17.2425,17.1393,17.1393,36019
1988-12-15,17.0876,17.2425,17.0876,17.1393,16809
1988-12-16,17.036,17.2425,17.036,17.0876,15875
1988-12-19,17.7587,17.862,17.7587,17.7587,56162
1988-12-20,17.3458,17.449,17.3458,17.449,4802
1988-12-21,17.3458,17.5006,17.3458,17.3458,4135
1988-12-22,17.3458,17.5523,17.3458,17.3458,8271
1988-12-23,16.7263,16.9328,16.7263,16.9328,14274
1988-12-27,17.5626,17.7794,17.5626,17.5626,1779
1988-12-28,17.4542,17.671,17.4542,17.5626,1016
1988-12-29,17.5084,17.671,17.5084,17.5084,9529
1988-12-30,17.5626,17.7794,17.5626,17.5626,4447
1989-01-03,17.671,17.8878,17.671,17.671,254
1989-01-04,17.7252,17.8336,17.7252,17.7252,36082
1989-01-05,17.671,17.8336,17.671,17.7252,3939
1989-01-06,17.5084,17.671,17.5084,17.671,2287
1989-01-09,17.6168,17.7252,17.6168,17.6168,0
1989-01-10,17.7794,17.8878,17.7794,17.7794,5844
1989-01-11,17.942,17.9962,17.942,17.942,13086
1989-01-12,17.8336,17.942,17.8336,17.942,40148
1989-01-13,17.8336,17.942,17.8336,17.8336,889
1989-01-16,17.7252,17.8336,17.7252,17.8336,1779
1989-01-17,17.7252,17.8878,17.7252,17.7252,1143
1989-01-18,17.5626,17.7252,17.5626,17.7252,10291
1989-01-19,17.0205,17.1831,17.0205,17.1831,15500
1989-01-20,17.0747,17.1831,17.0747,17.0747,5336
1989-01-23,17.2373,17.4,17.2373,17.2373,19820
1989-01-24,17.4542,17.671,17.4542,17.4542,1271
1989-01-25,17.4542,17.4542,17.4542,17.4542,0
1989-01-26,17.3458,17.4,17.3458,17.4,7115
1989-01-27,17.6168,17.7252,17.6168,17.6168,1525
1989-01-30,17.671,17.7794,17.671,17.671,13467
1989-01-31,17.5084,17.6168,17.5084,17.6168,1016
1989-02-01,17.1289,17.3458,17.1289,17.3458,508
1989-02-02,17.2915,17.4,17.2915,17.2915,6861
1989-02-03,17.2373,17.3458,17.2373,17.2916,1398
1989-02-06,17.1831,17.2373,17.1831,17.2373,8131
1989-02-07,17.2373,17.3458,17.2373,17.2373,8639
1989-02-08,17.4542,17.5626,17.4542,17.4542,65558
1989-02-09,17.6168,17.7252,17.6168,17.6168,6607
1989-02-10,17.6168,17.7794,17.6168,17.6168,16898
1989-02-13,17.3458,17.5084,17.3458,17.5084,1906
1989-02-14,17.4542,17.5626,17.4542,17.4542,7369
1989-02-15,17.4,17.5626,17.4,17.4542,0
1989-02-16,17.2915,17.4,17.2915,17.4,1525
1989-02-17,17.1289,17.2916,17.1289,17.2916,4955
1989-02-21,16.8037,16.9663,16.8037,16.9663,40910
1989-02-22,17.0205,17.2373,17.0205,17.0205,6861
1989-02-23,17.5084,17.671,17.5084,17.5084,2541
1989-02-24,17.5084,17.671,17.5084,17.5084,2160
1989-02-27,17.3458,17.4542,17.3458,17.4542,5844
1989-02-28,17.2915,17.4,17.2915,17.3458,29222
1989-03-01,17.1831,17.2373,17.1831,17.2373,32398
1989-03-02,17.2915,17.4,17.2915,17.2915,25283
1989-03-03,17.1831,17.3458,17.1831,17.2916,2922
1989-03-06,16.5869,16.7495,16.5869,16.7495,28840
1989-03-07,16.6953,16.8037,16.6953,16.6953,12832
1989-03-08,16.5869,16.6411,16.5869,16.6411,3176
1989-03-09,16.4243,16.5327,16.4243,16.5327,6607
1989-03-10,16.3701,16.4785,16.3701,16.4243,4066
1989-03-13,16.5327,16.6953,16.5327,16.5327,88554
1989-03-14,16.6953,16.8579,16.6953,16.6953,7623
1989-03-15,17.0747,17.2373,17.0747,17.0747,20582
1989-03-16,17.0747,17.1831,17.0747,17.0747,18803
1989-03-17,16.6411,16.7495,16.6411,16.7495,62890
1989-03-20,16.2616,16.4243,16.2616,16.4243,7623
1989-03-21,16.5327,16.6411,16.5327,16.5327,21980
1989-03-22,16.3701,16.5327,16.3701,16.5327,17025
1989-03-23,16.4243,16.5327,16.4243,16.4243,5590
1989-03-27,16.4243,16.5869,16.4243,16.4243,381
1989-03-28,16.7495,16.9121,16.7495,16.7495,19312
1989-03-29,16.6953,16.9121,16.6953,16.7495,5082
1989-03-30,16.5869,16.6953,16.5869,16.6953,1143
1989-03-31,16.4243,16.5327,16.4243,16.5327,1525
1989-04-03,16.5869,16.6953,16.5869,16.5869,1779
1989-04-04,16.6953,16.8579,16.6953,16.6953,29094
1989-04-05,16.6411,16.7495,16.6411,16.6953,5336
1989-04-06,16.3159,16.5327,16.3159,16.5327,1652
1989-04-07,16.1532,16.3159,16.1532,16.3159,19820
1989-04-10,15.9906,16.1532,15.9906,16.1532,13213
1989-04-11,16.2616,16.3701,16.2616,16.2616,1398
1989-04-12,16.4243,16.4785,16.4243,16.4243,10799
1989-04-13,16.2616,16.3158,16.2616,16.3158,14484
1989-04-14,16.4243,16.5869,16.4243,16.4243,17406
1989-04-17,16.2616,16.4243,16.2616,16.4243,889
1989-04-18,16.3701,16.5327,16.3701,16.3701,17152
1989-04-19,16.1532,16.3701,16.1532,16.3701,1652
1989-04-20,15.9364,16.0448,15.9364,16.0448,35193
1989-04-21,16.099,16.2074,16.099,16.099,35193
1989-04-24,16.2616,16.3701,16.2616,16.2616,3430
1989-04-25,16.5869,16.6953,16.5869,16.5869,22615
1989-04-26,16.3701,16.4785,16.3701,16.4785,12197
1989-04-27,16.3159,16.4785,16.3159,16.3701,381
1989-04-28,16.3159,16.4785,16.3159,16.3159,11435
1989-05-01,16.4243,16.5327,16.4243,16.4243,8385
1989-05-02,16.7495,16.9121,16.7495,16.7495,7750
1989-05-03,16.8037,16.9121,16.8037,16.8037,17533
1989-05-04,16.8037,16.9121,16.8037,16.8037,762
1989-05-05,16.8037,17.0205,16.8037,16.8037,5590
1989-05-08,17.1289,17.2373,17.1289,17.1289,12578
1989-05-09,17.2915,17.4542,17.2915,17.2915,10926
1989-05-10,17.1289,17.2916,17.1289,17.2916,381
1989-05-11,16.8579,17.0205,16.8579,17.0205,21726
1989-05-12,16.8037,16.8579,16.8037,16.8579,7750
1989-05-15,16.4785,16.6411,16.4785,16.6411,127
1989-05-16,16.7495,16.9121,16.7495,16.7495,6607
1989-05-17,16.5869,16.6953,16.5869,16.6953,635
1989-05-18,16.4243,16.4785,16.4243,16.4785,20074
1989-05-19,16.6411,16.8037,16.6411,16.6411,26935
1989-05-22,16.5869,16.6953,16.5869,16.6411,5844
1989-05-23,16.5869,16.6953,16.5869,16.5869,1525
1989-05-24,16.4243,16.5869,16.4243,16.5869,1652
1989-05-25,16.5327,16.6953,16.5327,16.5327,5336
1989-05-26,16.7495,16.8579,16.7495,16.7495,23377
1989-05-30,16.2616,16.4785,16.2616,16.4785,1271
1989-05-31,16.4785,16.5327,16.4785,16.4785,12832
1989-06-01,16.8037,16.9121,16.8037,16.8037,4320
1989-06-02,16.8037,16.9121,16.8037,16.8037,1906
1989-06-05,16.3159,16.4243,16.3159,16.4243,18803
1989-06-06,15.9906,16.2074,15.9906,16.2074,7496
1989-06-07,16.1532,16.3159,16.1532,16.1532,21599
1989-06-08,16.2616,16.3701,16.2616,16.2616,8258
1989-06-09,15.8822,15.9906,15.8822,15.9906,6480
1989-06-12,15.4486,15.6112,15.4486,15.6112,12451
1989-06-13,15.5028,15.6112,15.5028,15.5028,6480
1989-06-14,15.6112,15.828,15.6112,15.6112,254
1989-06-15,15.6112,15.7738,15.6112,15.6112,16517
1989-06-16,15.7738,15.9906,15.7738,15.7738,5336
1989-06-19,16.2616,16.3158,16.2616,16.2616,14992
1989-06-20,16.1532,16.2617,16.1532,16.2617,37353
1989-06-21,16.4785,16.5869,16.4785,16.4785,22869
1989-06-22,16.6953,16.8579,16.6953,16.6953,13086
1989-06-23,16.1532,16.2617,16.1532,16.2617,1779
1989-06-26,15.828,15.9906,15.828,15.9906,2541
1989-06-27,16.5056,16.6194,16.5056,16.6194,17908
1989-06-28,16.1072,16.2779,16.1072,16.2779,1694
1989-06-29,15.9364,16.1072,15.9364,16.1072,5808
1989-06-30,15.9364,16.0502,15.9364,15.9364,4840
1989-07-03,16.1641,16.221,16.1641,16.1641,27709
1989-07-05,16.904,17.0178,16.904,16.904,9922
1989-07-06,16.904,17.0178,16.904,16.904,10164
1989-07-07,16.9609,17.0747,16.9609,16.9609,23595
1989-07-10,17.0178,17.1316,17.0178,17.0178,1936
1989-07-11,16.8471,17.0178,16.8471,17.0178,7018
1989-07-12,16.7901,16.904,16.7901,16.8471,2783
1989-07-13,16.7332,16.904,16.7332,16.7902,363
1989-07-14,16.5625,16.7902,16.5625,16.7332,0
1989-07-17,16.221,16.3917,16.221,16.3917,121
1989-07-18,16.221,16.3348,16.221,16.221,484
1989-07-19,16.2779,16.4487,16.2779,16.2779,7865
1989-07-20,16.221,16.3917,16.221,16.2779,15125
1989-07-21,16.3348,16.5056,16.3348,16.3348,3751
1989-07-24,16.221,16.3348,16.221,16.3348,121
1989-07-25,16.221,16.4487,16.221,16.221,1210
1989-07-26,16.221,16.221,16.221,16.221,0
1989-07-27,16.5056,16.5625,16.5056,16.5056,5082
1989-07-28,16.4487,16.6194,16.4487,16.5056,484
1989-07-31,16.7901,17.0178,16.7901,16.7901,38962
1989-08-01,17.0747,17.1316,17.0747,17.0747,5203
1989-08-02,17.0178,17.1316,17.0178,17.0747,242
1989-08-03,16.7332,16.904,16.7332,16.904,6897
1989-08-04,16.5056,16.7332,16.5056,16.7332,2420
1989-08-07,16.4487,16.6194,16.4487,16.5056,1452
1989-08-08,16.8471,16.9609,16.8471,16.8471,39930
1989-08-09,16.7332,16.8471,16.7332,16.8471,1452
1989-08-10,16.9609,17.1316,16.9609,16.9609,1815
1989-08-11,16.8471,17.0178,16.8471,16.9609,363
1989-08-14,16.8471,17.0747,16.8471,16.8471,1573
1989-08-15,17.0747,17.1886,17.0747,17.0747,0
1989-08-16,17.1316,17.1886,17.1316,17.1316,8107
1989-08-17,16.7901,16.904,16.7901,16.904,0
1989-08-18,16.904,17.0178,16.904,16.904,7623
1989-08-21,17.1316,17.2455,17.1316,17.1316,1331
1989-08-22,17.3593,17.4162,17.3593,17.3593,18513
1989-08-23,17.1316,17.3024,17.1316,17.3024,363
1989-08-24,16.8471,16.9609,16.8471,16.9609,61468
1989-08-25,16.7901,16.904,16.7901,16.8471,605
1989-08-28,16.4487,16.5625,16.4487,16.5625,4477
1989-08-29,16.6763,16.7901,16.6763,16.6763,7260
1989-08-30,16.4487,16.5625,16.4487,16.5625,4840
1989-08-31,16.3348,16.3917,16.3348,16.3917,18755
1989-09-01,16.3348,16.4487,16.3348,16.3348,3993
1989-09-05,16.0502,16.1641,16.0502,16.1641,46585
1989-09-06,16.0502,16.1641,16.0502,16.0502,2541
1989-09-07,15.8226,16.0502,15.8226,16.0502,2541
1989-09-08,15.6518,15.8226,15.6518,15.8226,6050
1989-09-11,15.6518,15.8226,15.6518,15.6518,11737
1989-09-12,15.8795,16.0502,15.8795,15.8795,19360
1989-09-13,15.9364,16.0502,15.9364,15.9364,7623
1989-09-14,15.8226,15.9364,15.8226,15.9364,21296
1989-09-15,15.7657,15.9933,15.7657,15.8226,89056
1989-09-18,15.8795,15.9364,15.8795,15.8795,1573
1989-09-19,15.8795,15.9933,15.8795,15.8795,10648
1989-09-20,15.8226,15.9933,15.8226,15.8795,968
1989-09-21,15.8795,15.9933,15.8795,15.8795,1452
1989-09-22,15.8226,15.9364,15.8226,15.8795,24079
1989-09-25,16.0502,16.221,16.0502,16.0502,2057
1989-09-26,16.3917,16.5625,16.3917,16.3917,15609
1989-09-27,16.4487,16.5625,16.4487,16.4487,2420
1989-09-28,16.5056,16.6194,16.5056,16.5056,14036
1989-09-29,16.6194,16.7901,16.6194,16.6194,8349
1989-10-02,16.6194,16.7901,16.6194,16.6194,968
1989-10-03,16.2779,16.4487,16.2779,16.4487,13310
1989-10-04,15.9933,16.1072,15.9933,16.1072,5203
1989-10-05,15.7088,15.8795,15.7088,15.8795,2541
1989-10-06,15.6518,15.7657,15.6518,15.7087,3146
1989-10-09,16.6194,16.6763,16.6194,16.6194,9559
1989-10-10,16.3917,16.5625,16.3917,16.5625,5445
1989-10-11,17.7008,17.8716,17.7008,17.7008,17061
1989-10-12,17.587,17.8146,17.587,17.7008,18150
1989-10-13,17.4731,17.587,17.4731,17.587,17666
1989-10-16,17.3024,17.4731,17.3024,17.4731,39930
1989-10-17,16.8471,17.0747,16.8471,17.0747,1089
1989-10-18,17.0178,17.1886,17.0178,17.0178,12221
1989-10-19,17.1316,17.3024,17.1316,17.1316,1815
1989-10-20,17.3024,17.5301,17.3024,17.3024,12100
1989-10-23,17.3024,17.4162,17.3024,17.3024,12342
1989-10-24,17.0747,17.2455,17.0747,17.2455,37389
1989-10-25,17.0747,17.3024,17.0747,17.0747,3025
1989-10-26,16.9609,17.1316,16.9609,17.0747,4114
1989-10-27,16.9609,17.0747,16.9609,16.9609,7986
1989-10-30,17.0178,17.1316,17.0178,17.0178,6050
1989-10-31,17.2455,17.3593,17.2455,17.2455,45012
1989-11-01,17.0747,17.2455,17.0747,17.2455,1573
1989-11-02,16.9609,17.1886,16.9609,17.0747,1452
1989-11-03,17.0178,17.1886,17.0178,17.0178,1573
1989-11-06,16.6194,16.7332,16.6194,16.7332,4961
1989-11-07,16.6763,16.7901,16.6763,16.6763,24321
1989-11-08,16.6763,16.8471,16.6763,16.6763,7381
1989-11-09,16.6763,16.7901,16.6763,16.6763,605
1989-11-10,16.6763,16.7901,16.6763,16.6763,25652
1989-11-13,16.5056,16.6763,16.5056,16.6763,36421
1989-11-14,16.5056,16.6194,16.5056,16.5056,847
1989-11-15,16.2779,16.4487,16.2779,16.4487,242
1989-11-16,16.2779,16.3917,16.2779,16.2779,1694
1989-11-17,16.1072,16.221,16.1072,16.221,5082
1989-11-20,15.9933,16.1072,15.9933,16.1072,39567
1989-11-21,16.1641,16.3348,16.1641,16.1641,1089
1989-11-22,16.1072,16.3348,16.1072,16.1641,363
1989-11-24,16.3348,16.5056,16.3348,16.3348,5808
1989-11-27,16.3917,16.5625,16.3917,16.3917,1694
1989-11-28,16.2779,16.4487,16.2779,16.3917,27951
1989-11-29,16.3348,16.5056,16.3348,16.3348,2662
1989-11-30,16.6194,16.7901,16.6194,16.6194,1573
1989-12-01,16.6194,16.8471,16.6194,16.6194,10890
1989-12-04,16.6194,16.7901,16.6194,16.6194,605
1989-12-05,16.5625,16.6194,16.5625,16.6194,7381
1989-12-06,16.6194,16.6763,16.6194,16.6194,0
1989-12-07,16.5056,16.7332,16.5056,16.6194,5324
1989-12-08,16.5056,16.7332,16.5056,16.5056,363
1989-12-11,16.3917,16.5625,16.3917,16.5056,1694
1989-12-12,16.3917,16.5625,16.3917,16.3917,2904
1989-12-13,16.5056,16.6763,16.5056,16.5056,726
1989-12-14,16.5625,16.7332,16.5625,16.5625,27588
1989-12-15,16.3348,16.5056,16.3348,16.5056,38841
1989-12-18,16.3348,16.4487,16.3348,16.3348,726
1989-12-19,16.221,16.3917,16.221,16.3348,23595
